city,year,rank,nrank_less10lakh ,nrank_more10lakh,servicelevel,observation,feedback,total,certification,ulbcensuscode,district,state,bjp_ruled,wards,pop2011,nodalperson,awardcategory,asics2017rank,asics2017score,mayoralterm,electionmode,commtenure,commexp,mc,admin_type,zrankeast,zranknorth,zrankne,zrankwest,zranksouth,revenue,rev_per_capita,change,change_percent,Code
Burhanpur,2018,81,,,356,1177,1111,2644,NA,802439,Burhanpur,Madhya Pradesh,1,48,210886,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Burhanpur,2019,103,,,401.83,1083,917.83,2852.67,450,802439,Burhanpur,Madhya Pradesh,0,48,210886,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Burhanpur,2020,14,14,,1183.01,1335.87,1172.29,4791.17,1100,802439,Burhanpur,Madhya Pradesh,,48,210886,Municipal Commissioner,"Fastest Mover' Small City (national level, <10 lakh)",NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Ongole,2016,NA,,,NA,NA,NA,NA,NA,802988,Prakasam,Andhra Pradesh,0,50,208344,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,0
Ongole,2017,70,,,629.4,373.84,318.8,1322.04,NA,802988,Prakasam,Andhra Pradesh,0,50,208344,Municipal Commissioner,FMC in SZ(2-10 lakh),NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Ongole,2018,83,,,620,1118,900,2638,NA,802988,Prakasam,Andhra Pradesh,0,50,208344,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Ongole,2019,147,,,490.33,1032,943.18,2615.52,150,802988,Prakasam,Andhra Pradesh,0,50,208344,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Ongole,2020,57,57,,901.33,1319,1062.39,3782.72,500,802988,Prakasam,Andhra Pradesh,,50,208344,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Kharagpur,2016,NA,,,NA,NA,NA,NA,NA,801757,Paschim Medinipur,West Bengal,0,35,207604,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
Kharagpur,2017,NA,,,NA,NA,NA,NA,NA,801757,Paschim Medinipur,West Bengal,0,35,207604,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
Kharagpur,2018,409,,,0,706.64,421.42,1128.06,NA,801757,Paschim Medinipur,West Bengal,0,35,207604,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,821232000,3956,,,1
Kharagpur,2019,NA,,,NA,NA,NA,NA,NA,801757,Paschim Medinipur,West Bengal,0,35,207604,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
Dindugal,2016,NA,,,NA,NA,NA,NA,NA,803589,Dindigul,Tamil Nadu,0,48,207327,NA,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,0
Dindugal,2017,106,,,544.86,360,316.11,1220.97,NA,803589,Dindigul,Tamil Nadu,0,48,207327,NA,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,469305400,2264,,,
Dindugal,2018,124,,,365,1026.99,1081.72,2473.71,NA,803589,Dindigul,Tamil Nadu,0,48,207327,NA,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,448762554,2165,-50.62382486,-5062.382486,1
Dindugal,2019,115,,,728.52,930,972.54,2781.06,150,803589,Dindigul,Tamil Nadu,0,48,207327,NA,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,8692935,42,-0.727301846,-72.73018461,1
Dindugal/Dindigul,2020,201,201,,416.91,1062.09,943.42,2422.42,,803589,Dindigul,Tamil Nadu,,48,207327,NA,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,5032667,24,,,1
Hospet,2016,NA,,,NA,NA,NA,NA,NA,803109,Bellary,Karnataka,0,35,206167,EO,None,NA,NA,NA,NA,NA,NA,0,CMC,NA,NA,NA,NA,NA,,,,,0
Hospet,2017,317,,,241.58,256.06,253.97,751.61,NA,803109,Bellary,Karnataka,0,35,206167,EO,None,NA,NA,NA,NA,NA,NA,0,CMC,NA,NA,NA,NA,NA,,,,,4
Hospet,2018,401,,,66,583.19,518.88,1168.07,NA,803109,Bellary,Karnataka,0,35,206167,EO,None,NA,NA,NA,NA,NA,NA,0,CMC,NA,NA,NA,NA,NA,,,,,4
Hospet,2019,388,,,71.56,489,658,1318.57,100,803109,Bellary,Karnataka,0,35,206167,EO,None,NA,NA,NA,NA,NA,NA,0,CMC,NA,NA,NA,NA,NA,,,,,4
Hospet,2020,283,283,,252.59,773,917.72,1943.31,,803109,Bellary,Karnataka,,35,206167,EO,None,NA,NA,NA,NA,NA,NA,0,CMC,NA,NA,NA,NA,NA,,,,,4
English Bazar,2016,NA,,,NA,NA,NA,NA,NA,801656,Malda,West Bengal,0,29,205521,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
English Bazar,2017,NA,,,NA,NA,NA,NA,NA,801656,Malda,West Bengal,0,29,205521,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
English Bazar,2018,449,,,0,628.76,214.32,843.08,NA,801656,Malda,West Bengal,0,29,205521,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,4
English Bazar,2019,NA,,,NA,NA,NA,NA,NA,801656,Malda,West Bengal,0,29,205521,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
Deoghar,2016,NA,,,NA,NA,NA,NA,NA,801769,Deoghar,Jharkhand,1,36,203123,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,0
Deoghar,2017,102,,,484.11,344.19,403.44,1231.73,NA,801769,Deoghar,Jharkhand,1,36,203123,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,252769890,1244,0.137785566,13.77855661,1
Deoghar,2018,56,,,406,1152,1276,2835,NA,801769,Deoghar,Jharkhand,1,36,203123,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,293163603,1443,0.126605641,12.66056408,1
Deoghar,2019,111,,,194.67,1144,1008.83,2797.5,450,801769,Deoghar,Jharkhand,1,36,203123,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,335660060,1652,0.2263949,22.63948998,1
Deoghar,2020,165,165,,218.98,1098,1117.45,2734.43,300,801769,Deoghar,Jharkhand,,36,203123,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,433890702,2136,,,1
Gandhinagar,2016,42,,,472,370,291,1133,NA,802479,Gandhinagar,Gujarat,1,8,202776,Nodal Officer,Acceleration Requried,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,3
Gandhinagar,2017,20,,,718.04,426.16,468.52,1612.72,NA,802479,Gandhinagar,Gujarat,1,8,202776,Nodal Officer,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,3
Gandhinagar,2018,26,,,914,995,1187,3096,NA,802479,Gandhinagar,Gujarat,1,8,202776,Nodal Officer,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,3
Gandhinagar,2019,22,,,862,1229,916,3757,750,802479,Gandhinagar,Gujarat,1,8,202776,Nodal Officer,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,3
Gandhinagar,2020,8,8,,1293.25,1459.15,1204.32,5056.72,1100,802479,Gandhinagar,Gujarat,,8,202776,Nodal Officer,"Best State Capital in 'Innovation & Best Practices' (national level, <10 lakh)",NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,3
Chapra,2016,NA,,,NA,NA,NA,NA,NA,801333,Chapra,Bihar,0,45,202352,Executive Officer,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,0
Chapra,2017,422,,,148.97,122.26,212.07,483.3,NA,801333,Chapra,Bihar,0,45,202352,Executive Officer,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,179928286,889,,,2
Chapra,2018,411,,,29,441.38,627.82,1098.2,NA,801333,Chapra,Bihar,2,45,202352,Executive Officer,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,171691772,848,,,
Chapra,2019,424,,,72,282,331.74,685.74,0,801333,Chapra,Bihar,2,45,202352,Executive Officer,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,163832298,810,,,
Chapra,2020,269,269,,120,491.49,552.46,1163.95,,801333,Chapra,Bihar,,45,202352,Executive Officer,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,156332604,773,,,
Khandwa,2016,NA,,,NA,NA,NA,NA,NA,802435,Khandwa,Madhya Pradesh,1,50,200738,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,0
Khandwa,2017,73,,,611.36,318.21,389.18,1318.75,NA,802435,Khandwa,Madhya Pradesh,1,50,200738,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,619030200,3084,0.159929062,15.99290621,1
Khandwa,2018,99,,,394,1036,1158,2588,NA,802435,Khandwa,Madhya Pradesh,1,50,200738,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,736878485,3671,0.198228623,19.82286228,1
Khandwa,2019,93,,,523,1027,907,2908,450,802435,Khandwa,Madhya Pradesh,0,50,200738,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,919063097,4578,,,1
Khandwa,2020,21,21,,1197.13,1367.77,1295.86,4560.76,700,802435,Khandwa,Madhya Pradesh,,50,200738,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,876991467,4369,,,
Puri,2016,NA,,,NA,NA,NA,NA,NA,801863,Puri,Odisha,0,32,200564,EO,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
Puri,2017,194,,,403.43,298.67,304.99,1007.09,NA,801863,Puri,Odisha,0,32,200564,EO,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,232114084,1157,0.150856403,15.08564034,1
Puri,2018,384,,,78,727.01,435.43,1240.44,NA,801863,Puri,Odisha,0,32,200564,EO,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,273350803,1363,0.194340615,19.43406153,1
Puri,2019,339,,,99.7,713,741.38,1579.08,25,801863,Puri,Odisha,0,32,200564,EO,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,339288300,1692,0.074884834,7.488483378,2
Puri,2020,256,256,,353.14,581,1030.06,2064.2,100,801863,Puri,Odisha,,32,200564,EO,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,366752500,1829,,,2
Morena,2016,NA,,,NA,NA,NA,NA,NA,802083,Morena,Madhya Pradesh,1,47,200482,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
Morena,2017,205,,,472.04,239.97,265,977.01,NA,802083,Morena,Madhya Pradesh,1,47,200482,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,4
Morena,2018,126,,,372,1045.83,1052.85,2470.68,NA,802083,Morena,Madhya Pradesh,1,47,200482,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,4
Morena,2019,190,,,133.64,829,917.68,2380.32,500,802083,Morena,Madhya Pradesh,0,47,200482,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,4
Morena,2020,174,174,,468.91,1173,1041.01,2682.92,,802083,Morena,Madhya Pradesh,,47,200482,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,4
Amroha,2016,NA,,,NA,NA,NA,NA,NA,800702,Amroha,Uttar Pradesh,0,34,198471,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,,,,,0
Amroha,2017,393,,,201.8,154.91,209.72,566.44,NA,800702,Amroha,Uttar Pradesh,0,34,198471,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,,,,,4
Amroha,2018,386,,,106,323.86,802.29,1232.15,NA,800702,Amroha,Uttar Pradesh,1,34,198471,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,,,,,4
Amroha,2019,365,,,10,499,826.23,1435.23,100,800702,Amroha,Uttar Pradesh,1,34,198471,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,,,,,4
Amroha,2020,227,227,,233.43,732.61,1010.33,2276.37,300,800702,Amroha,Uttar Pradesh,,34,198471,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,,,,,4
Anand,2016,NA,,,NA,NA,NA,NA,NA,802562,Anand,Gujarat,1,13,198282,Chief officer,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
Anand,2017,103,,,627.75,247.15,350.02,1224.92,NA,802562,Anand,Gujarat,1,13,198282,Chief officer,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,4
Anand,2018,166,,,559,815.35,861.3,2235.65,NA,802562,Anand,Gujarat,1,13,198282,Chief officer,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,4
Anand,2019,175,,,261,736,899.81,2446.81,550,802562,Anand,Gujarat,1,13,198282,Chief officer,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,4
Anand,2020,69,69,,680.48,1446,1022.09,3648.57,500,802562,Anand,Gujarat,,13,198282,Chief officer,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,4
Bhind,2016,NA,,,NA,NA,NA,NA,NA,802090,Bhind,Madhya Pradesh,1,39,197585,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
Bhind,2017,128,,,441.97,378.05,356.32,1176.35,NA,802090,Bhind,Madhya Pradesh,1,39,197585,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,634370103,3211,-0.033611788,-3.361178812,1
Bhind,2018,114,,,318,1057.52,1125.82,2501.34,NA,802090,Bhind,Madhya Pradesh,1,39,197585,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,613741165,3106,-1.32069266,-132.069266,1
Bhind,2019,214,,,125,697,894.72,2216.72,500,802090,Bhind,Madhya Pradesh,0,39,197585,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,264464647,1338,,,1
Bhind,2020,130,130,,384.31,1390.21,924.21,2998.73,300,802090,Bhind,Madhya Pradesh,,39,197585,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,252358341,1277,,,
Madhyamgram,2016,NA,,,NA,NA,NA,NA,NA,801708,North 24 Praganas,West Bengal,0,28,196127,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
Madhyamgram,2017,NA,,,NA,NA,NA,NA,NA,801708,North 24 Praganas,West Bengal,0,28,196127,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
Madhyamgram,2018,461,,,0,277.5,370.24,647.74,NA,801708,North 24 Praganas,West Bengal,0,28,196127,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,4
Madhyamgram,2019,NA,,,NA,NA,NA,NA,NA,801708,North 24 Praganas,West Bengal,0,28,196127,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
Bhiwani,2016,NA,,,NA,NA,NA,NA,NA,800409,Bhiwani,Haryana,1,31,196057,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,mcl,NA,NA,NA,NA,NA,,,,,0
Bhiwani,2017,345,,,113.89,268.45,315.29,697.63,NA,800409,Bhiwani,Haryana,1,31,196057,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,mcl,NA,NA,NA,NA,NA,298474068,1522,,,
Bhiwani,2018,238,,,203,996.53,702.15,1901.68,NA,800409,Bhiwani,Haryana,1,31,196057,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,mcl,NA,NA,NA,NA,NA,285409000,1456,0.311653764,31.16537636,2
Bhiwani,2019,232,,,209.13,866,898.09,2123.22,150,800409,Bhiwani,Haryana,1,31,196057,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,mcl,NA,NA,NA,NA,NA,414630000,2115,,,2
Bhiwani,2020,166,166,,222.26,1167,1139.6,2728.86,200,800409,Bhiwani,Haryana,,31,196057,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,mcl,NA,NA,NA,NA,NA,395649628,2018,,,
Berhampore,2016,NA,,,NA,NA,NA,NA,NA,801662,Murshidabad,West Bengal,0,40,195223,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
Berhampore,2017,NA,,,NA,NA,NA,NA,NA,801662,Murshidabad,West Bengal,0,40,195223,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
Berhampore,2018,400,,,0,478.34,690.79,1169.13,NA,801662,Murshidabad,West Bengal,0,40,195223,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,4
Berhampore,2019,NA,,,NA,NA,NA,NA,NA,801662,Murshidabad,West Bengal,0,40,195223,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
Ambala,2016,NA,,,NA,NA,NA,NA,NA,800365,Ambala,Haryana,1,20,195153,Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,0
Ambala,2017,308,,,264.07,251.96,256.85,772.87,NA,800365,Ambala,Haryana,1,20,195153,Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,562384794,2882,,,
Ambala,2018,159,,,403,814.58,1045.68,2263.26,NA,800365,Ambala,Haryana,1,20,195153,Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,537767595,2756,0.277846302,27.78463024,1
Ambala,2019,146,,,375.43,1004,999.13,2628.56,250,800365,Ambala,Haryana,1,20,195153,Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,744671940,3816,,,1
Ambala,2020,120,120,,388.09,1172,1035.87,3095.96,500,800365,Ambala,Haryana,,20,195153,Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,710583353,3641,,,
Morvi,2016,NA,,,NA,NA,NA,NA,NA,802499,Morbi,Gujarat,1,25,194947,Chief officer,None,NA,NA,NA,NA,NA,NA,0,NP,NA,NA,NA,NA,NA,,,,,0
Morvi,2017,96,,,629.63,311.77,311.96,1253.36,NA,802499,Morbi,Gujarat,1,25,194947,Chief officer,None,NA,NA,NA,NA,NA,NA,0,NP,NA,NA,NA,NA,NA,,,,,4
Morvi,2018,351,,,140,622.09,706.71,1468.8,NA,802499,Morbi,Gujarat,1,25,194947,Chief officer,None,NA,NA,NA,NA,NA,NA,0,NP,NA,NA,NA,NA,NA,,,,,4
Morvi,2019,207,,,370.27,551,787.72,2258.98,550,802499,Morbi,Gujarat,1,25,194947,Chief officer,None,NA,NA,NA,NA,NA,NA,0,NP,NA,NA,NA,NA,NA,,,,,4
Morvi/Morbi,2020,206,206,,391.36,977.87,721.42,2390.65,300,802499,Morbi,Gujarat,,25,194947,Chief officer,None,NA,NA,NA,NA,NA,NA,0,NP,NA,NA,NA,NA,NA,,,,,4
Fatehpur,2016,NA,,,NA,NA,NA,NA,NA,801064,Fatehpur,Uttar Pradesh,0,46,193193,EO,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,,,,,0
Fatehpur,2017,412,,,99.63,204.54,210.56,514.73,NA,801064,Fatehpur,Uttar Pradesh,0,46,193193,EO,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,381540761,1975,,,1
Fatehpur,2018,368,,,118,666.67,586.53,1371.2,NA,801064,Fatehpur,Uttar Pradesh,1,46,193193,EO,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,364075103,1885,,,
Fatehpur,2019,392,,,5.02,443,808.6,1281.62,25,801064,Fatehpur,Uttar Pradesh,1,46,193193,EO,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,347408965,1798,,,
Fatehpur,2020,285,285,,298.15,739.34,674.46,1911.95,200,801064,Fatehpur,Uttar Pradesh,,46,193193,EO,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,331505746,1716,,,
Rae Bareli,2016,NA,,,NA,NA,NA,NA,NA,800959,Rae Bareli,Uttar Pradesh,0,34,191316,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,,,,,0
Rae Bareli,2017,394,,,181.5,128.95,250.62,561.07,NA,800959,Rae Bareli,Uttar Pradesh,0,34,191316,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,,,,,4
Rae Bareli,2018,311,,,73,818.01,742.86,1633.87,NA,800959,Rae Bareli,Uttar Pradesh,1,34,191316,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,,,,,4
Rae Bareli,2019,369,,,115,740,543.83,1423.83,25,800959,Rae Bareli,Uttar Pradesh,1,34,191316,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,,,,,4
Rae Bareli,2020,250,250,,471.08,576,874.72,2121.8,200,800959,Rae Bareli,Uttar Pradesh,,34,191316,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,,,,,4
Khoda Makanpur,2016,NA,,,NA,NA,NA,NA,NA,900441,Ghaziabad,Uttar Pradesh,0,34,190005,NA,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,,,,,0
Khoda Makanpur,2017,NA,,,NA,NA,NA,NA,NA,900441,Ghaziabad,Uttar Pradesh,0,34,190005,NA,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,,,,,0
Khoda Makanpur,2018,463,,,80,255.58,276.88,612.46,NA,900441,Ghaziabad,Uttar Pradesh,1,34,190005,NA,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,,,,,4
Khoda Makanpur,2019,208,,,65,825,816.37,2256.37,550,900441,Ghaziabad,Uttar Pradesh,1,34,190005,NA,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,,,,,4
Khoda Makanpur,2020,230,230,,218.59,608.29,1136.82,2263.7,300,900441,Ghaziabad,Uttar Pradesh,,34,190005,NA,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,,,,,4
Sambalpur Town,2016,NA,,,NA,NA,NA,NA,NA,801813,Sambalpur,Odisha,0,41,189366,Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,0
Sambalpur Town,2017,322,,,287,203.75,248.35,739.1,NA,801813,Sambalpur,Odisha,0,41,189366,Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,388331026,2051,-0.056929805,-5.692980457,1
Sambalpur Town,2018,425,,,39,517.7,484.25,1040.95,NA,801813,Sambalpur,Odisha,0,41,189366,Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,367414207,1940,0.045066408,4.506640798,1
Sambalpur Town,2019,323,,,98.44,850,726.45,1674.89,0,801813,Sambalpur,Odisha,0,41,189366,Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,384753673,2032,,,2
Sambalpur Town,2020,265,265,,116.89,804.23,1008.87,2029.99,100,801813,Sambalpur,Odisha,,41,189366,Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,367140939,1939,,,
Bhusawal,2016,NA,,,NA,NA,NA,NA,NA,802652,Jalgaon,Maharashtra,1,24,187421,Nodal Person,None,NA,NA,NA,NA,NA,NA,0,mcl,NA,NA,NA,NA,NA,,,,,0
Bhusawal,2017,433,,,30.79,136.11,178,344.9,NA,802652,Jalgaon,Maharashtra,1,24,187421,Nodal Person,None,NA,NA,NA,NA,NA,NA,0,mcl,NA,NA,NA,NA,NA,,,,,4
Bhusawal,2018,69,,,391,1043,1288,2722,NA,802652,Jalgaon,Maharashtra,1,24,187421,Nodal Person,FMC in 1-3 lakh pop,NA,NA,NA,NA,NA,NA,0,mcl,NA,NA,NA,NA,NA,,,,,4
Bhusawal,2019,133,,,381.06,793,983.63,2657.69,500,802652,Jalgaon,Maharashtra,1,24,187421,Nodal Person,None,NA,NA,NA,NA,NA,NA,0,mcl,NA,NA,NA,NA,NA,,,,,4
Bhusawal,2020,46,46,,992.98,1410.43,1258.8,3962.21,300,802652,Jalgaon,Maharashtra,,24,187421,Nodal Person,None,NA,NA,NA,NA,NA,NA,0,mcl,NA,NA,NA,NA,NA,,,,,4
Orai,2016,NA,,,NA,NA,NA,NA,NA,801014,Jalaun,Uttar Pradesh,0,28,187137,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,,,,,0
Orai,2017,273,,,265.5,240.48,339.11,845.09,NA,801014,Jalaun,Uttar Pradesh,0,28,187137,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,370101198,1978,0.139627976,13.96279756,1
Orai,2018,414,,,90,402.08,602.52,1094.6,NA,801014,Jalaun,Uttar Pradesh,1,28,187137,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,430164147,2299,,,1
Orai,2019,176,,,152.63,943,846.56,2442.19,500,801014,Jalaun,Uttar Pradesh,1,28,187137,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,410472673,2193,,,
Orai,2020,188,188,,453.99,727.66,1050.51,2532.16,300,801014,Jalaun,Uttar Pradesh,,28,187137,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,391682609,2093,,,
Bahraich,2016,NA,,,NA,NA,NA,NA,NA,801125,Bahraich,Uttar Pradesh,0,31,186223,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,,,,,0
