city,year,rank,nrank_less10lakh ,nrank_more10lakh,servicelevel,observation,feedback,total,certification,ulbcensuscode,district,state,bjp_ruled,wards,pop2011,nodalperson,awardcategory,asics2017rank,asics2017score,mayoralterm,electionmode,commtenure,commexp,mc,admin_type,zrankeast,zranknorth,zrankne,zrankwest,zranksouth,revenue,rev_per_capita,change,change_percent,Code
Ludhiana,2016,34,,,623,347,252,1222,NA,800196,Ludhiana,Punjab,2,75,1618879,Nodal Person,Aspiring Leaders,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,8037000000,4965,-0.236401676,-23.64016759,2
Ludhiana,2017,140,,,548.63,303.46,286.52,1138.61,NA,800196,Ludhiana,Punjab,2,75,1618879,Nodal Person,None,16,3.5,5,Indirect,More than 6,9,1,MC,NA,NA,NA,NA,NA,6500314709,4015,-0.04177104,-4.177103967,1
Ludhiana,2018,137,,,330,1015.96,1055.68,2401.64,NA,800196,Ludhiana,Punjab,0,75,1618879,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,6239676917,3854,0.125965552,12.59655522,1
Ludhiana,2019,163,,,316.81,1016,840.18,2523,350,800196,Ludhiana,Punjab,0,75,1618879,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,7138937067,4410,0.248255982,24.8255982,1
Ludhiana,2020,34,,34,627.79,1115,1070.27,3113.06,300,800196,Ludhiana,Punjab,,75,1618879,Nodal Person,"Best Big City in 'Innovation & Best Practices' (National Level, >10 Lakh)",NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,9496500000,5866,,,2
Agra,2016,47,,,558,328,195,1081,NA,800804,Agra,Uttar Pradesh,0,90,1585704,Municipal Commissioner,Acceleration Required,NA,NA,NA,NA,NA,NA,1,NN,NA,NA,NA,NA,NA,2286767979,1442,,,
Agra,2017,263,,,370.64,256.04,252.12,878.8,NA,800804,Agra,Uttar Pradesh,0,90,1585704,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,NN,NA,NA,NA,NA,NA,2379827839,1501,0.04861309,4.861309044,1
Agra,2018,102,,,407,1112.08,1059.22,2578.3,NA,800804,Agra,Uttar Pradesh,1,90,1585704,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,NN,NA,NA,NA,NA,NA,2501430086,1577,,,1
Agra,2019,85,,,510,847,1014,2970,600,800804,Agra,Uttar Pradesh,1,90,1585704,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,NN,NA,NA,NA,NA,NA,2599245033,1639,,,
Agra,2020,16,,16,1214.43,1485.78,1191.3,4391.51,500,800804,Agra,Uttar Pradesh,,90,1585704,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,NN,NA,NA,NA,NA,NA,2700884897,1703,,,
Nashik,2016,31,,,620,319,293,1232,NA,802776,Nashik,Maharashtra,1,32,1486053,Nodal Person,Aspiring Leaders,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,3
Nashik,2017,151,,,537.46,291.08,277.02,1105.55,NA,802776,Nashik,Maharashtra,1,32,1486053,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,3
Nashik,2018,63,,,667,1110,1009,2786,NA,802776,Nashik,Maharashtra,1,32,1486053,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,3
Nashik,2019,67,,,492,1101,950,3093,550,802776,Nashik,Maharashtra,1,32,1486053,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,3
Nashik,2020,11,,11,1332.41,1441,1256.05,4729.46,700,802776,Nashik,Maharashtra,,32,1486053,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,3
Faridabad,2016,51,,,496,308,233,1037,NA,800436,Faridabad,Uttar Pradesh,0,40,1414050,Commissioner,Acceleration Required,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Faridabad,2017,88,,,637.33,397.58,242.16,1277.07,NA,800436,Faridabad,Uttar Pradesh,0,40,1414050,Commissioner,India's FMC (pop>10lakh),NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Faridabad,2018,216,,,408,903.37,685.33,1996.7,NA,800436,Faridabad,Uttar Pradesh,1,40,1414050,Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Faridabad,2019,227,,,291.08,1108,731.97,2156.05,25,800436,Faridabad,Uttar Pradesh,1,40,1414050,Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Faridabad,2020,38,,38,451.51,1045,950.17,2646.68,200,800436,Faridabad,Uttar Pradesh,,40,1414050,Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Meerut,2016,69,,,266,270,224,760,NA,800716,Meerut,Uttar Pradesh,0,90,1305429,Executive Officer,Slow Movers,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,2504736180,1919,0.133371661,13.33716613,1
Meerut,2017,339,,,195.89,294.84,216.89,707.62,NA,800716,Meerut,Uttar Pradesh,0,90,1305429,Executive Officer,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,2890208026,2214,0.129039714,12.90397142,1
Meerut,2018,323,,,217,759.11,605.73,1581.84,NA,800716,Meerut,Uttar Pradesh,1,90,1305429,Executive Officer,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,3318415401,2542,,,1
Meerut,2019,286,,,186.73,536,662.3,1885.03,500,800716,Meerut,Uttar Pradesh,1,90,1305429,Executive Officer,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,3448177423,2641,,,
Meerut,2020,41,,41,542.32,836,736.27,2314.59,200,800716,Meerut,Uttar Pradesh,,90,1305429,Executive Officer,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,3583013608,2745,,,
Rajkot,2016,7,,,819,401,354,1574,NA,802501,Rajkot,Gujarat,1,18,1286678,Nodal Officer,Leaders-BPC in C&T,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,5141833533,3996,,,
Rajkot,2017,18,,,812.58,401.77,423.88,1638.23,NA,802501,Rajkot,Gujarat,1,18,1286678,Nodal Officer,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,5351080082,4159,0.041639853,4.163985333,1
Rajkot,2018,35,,,743,1158,1100,3000,NA,802501,Rajkot,Gujarat,1,18,1286678,Nodal Officer,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,5583579514,4340,0.449616726,44.96167261,1
Rajkot,2019,9,,,989,1200,1061,4000,750,802501,Rajkot,Gujarat,1,18,1286678,Nodal Officer,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,10144893165,7885,,,1
Rajkot,2020,6,,6,1357.01,1315,1185.35,5157.36,1300,802501,Rajkot,Gujarat,,18,1286678,Nodal Officer,"Best 'Self-Sustainable Big City' (National Level, <10 Lakh)",NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,10541595111,8193,,,
Kalyan-Dombivali,2016,64,,,280,292,286,858,NA,802790,Thane,Maharashtra,1,120,1247327,Nodal Person,Slow Movers,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Kalyan-Dombivali,2017,234,,,436.68,214.04,268.4,919.12,NA,802790,Thane,Maharashtra,1,120,1247327,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Kalyan-Dombivali,2018,97,,,574,992,1031,2597,NA,802790,Thane,Maharashtra,1,120,1247327,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Kalyan-Dombivali,2019,77,,,509,1119,885,3013,500,802790,Thane,Maharashtra,1,120,1247327,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Kalyan-Dombivali,2020,22,,22,1051.1,1188.51,1151.38,4090.99,700,802790,Thane,Maharashtra,,120,1247327,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Vasai-Virar City,2016,35,,,562,351,301,1215,NA,802785,Palghar,Maharashtra,1,115,1222390,Nodal Person,Aspiring Leaders,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,3
Vasai-Virar City,2017,139,,,489.53,279.41,373.49,1142.43,NA,802785,Palghar,Maharashtra,1,115,1222390,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,3
Vasai-Virar City,2018,61,,,591,1038,1175,2804,NA,802785,Palghar,Maharashtra,1,115,1222390,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,3
Vasai-Virar City,2019,36,,,746,1019,1033,3448,650,802785,Palghar,Maharashtra,1,115,1222390,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,3
Vasai-Virar City,2020,32,,32,1099.13,843,926.24,3268.37,400,802785,Palghar,Maharashtra,,115,1222390,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,3
Varanasi,2016,65,,,357,264,218,839,NA,801235,Varanasi,Uttar Pradesh,0,90,1198491,Municipal Commissioner,Slow Movers,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,2213029641,1847,0.203457969,20.34579685,1
Varanasi,2017,32,,,717.93,409.88,387.66,1515.48,NA,801235,Varanasi,Uttar Pradesh,0,90,1198491,Municipal Commissioner,FMC in NZ(pop>10lakh),NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,2778296127,2318,0.005068941,0.506894106,1
Varanasi,2018,29,,,852,971,1229,3052,NA,801235,Varanasi,Uttar Pradesh,1,90,1198491,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,2792450896,2330,,,1
Varanasi,2019,70,,,694,982,937,3063,450,801235,Varanasi,Uttar Pradesh,1,90,1198491,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,2901645807,2421,,,
Varanasi,2020,27,,27,1168.43,1028,987.77,3684.2,500,801235,Varanasi,Uttar Pradesh,,90,1198491,Municipal Commissioner,"Best Ganga Town - No.1 (National level, <10 Lakh)",NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,3015110633,2516,,,
Srinagar,2016,48,,,496,313,263,1072,NA,800013,Srinagar,Jammu and Kashmir,2,35,1180570,NA,Acceleration Required,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Srinagar,2017,241,,,375.68,310.68,222.63,909,NA,800013,Srinagar,Jammu and Kashmir,2,35,1180570,NA,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Srinagar,2018,281,,,386,856.87,518.28,1761.15,NA,800013,Srinagar,Jammu and Kashmir,2,35,1180570,NA,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Srinagar,2019,357,,,67.95,774,628.47,1470.42,0,800013,Srinagar,Jammu and Kashmir,3,35,1180570,NA,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Srinagar,2020,36,,36,589.36,1031.49,1184.74,2905.59,100,800013,Srinagar,Jammu and Kashmir,,35,1180570,NA,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Aurangabad (MH),2016,56,,,454,280,247,981,NA,802765,Aurangabad,Maharashtra,1,114,1175116,Nodal Person,Slow Movers,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Aurangabad (MH),2017,299,,,346.47,178.69,268.81,793.97,NA,802765,Aurangabad,Maharashtra,1,114,1175116,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Aurangabad (MH),2018,128,,,562,969.14,933.58,2464.72,NA,802765,Aurangabad,Maharashtra,1,114,1175116,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Aurangabad (MH),2019,220,,,271.77,891,870.56,2183.33,150,802765,Aurangabad,Maharashtra,1,114,1175116,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Aurangabad (MH),2020,26,,26,645.57,1465.88,1118.18,3729.63,500,802765,Aurangabad,Maharashtra,,114,1175116,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Dhanbad,2016,73,,,173,109,183,464,NA,801775,Dhanbad,Jharkhand,1,55,1162472,Municipal Commissioner,Slow Movers,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,3070237614,2641,-3.947495192,-394.7495192,1
Dhanbad,2017,109,,,494.13,349.13,375.28,1218.55,NA,801775,Dhanbad,Jharkhand,1,55,1162472,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,620564042,534,0.236381347,23.6381347,1
Dhanbad,2018,53,,,513,1112,1223,2848,NA,801775,Dhanbad,Jharkhand,1,55,1162472,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,812662236,699,-0.138426575,-13.84265751,1
Dhanbad,2019,56,,,406,1190,1044,3190,550,801775,Dhanbad,Jharkhand,1,55,1162472,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,713846860,614,-0.131206079,-13.12060794,1
Dhanbad,2020,33,,33,652.16,1183.4,1090.74,3226.3,300,801775,Dhanbad,Jharkhand,,55,1162472,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,631049349,543,,,1
Asansol,2016,72,,,84,168,245,497,NA,NA,Barddhaman,West Bengal,0,106,1160000,NA,Slow Movers,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Asansol,2017,NA,,,NA,NA,NA,NA,NA,NA,Barddhaman,West Bengal,0,106,1160000,NA,NA,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,0
Asansol,2018,NA,,,NA,NA,NA,NA,NA,NA,Barddhaman,West Bengal,0,106,1160000,NA,NA,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,0
Asansol,2019,NA,,,NA,NA,NA,NA,NA,NA,Barddhaman,West Bengal,0,106,1160000,NA,NA,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,0
Vijayawada,2016,23,,,602,372,310,1284,NA,802969,Krishna,Andhra Pradesh,0,59,1143232,Municipal Commissioner,Aspiring Leaders,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,2945565502,2577,,,
Vijayawada,2017,19,,,799,406.38,418.8,1624.18,NA,802969,Krishna,Andhra Pradesh,0,59,1143232,Municipal Commissioner,FMS in SZ (Pop >10 Lakh),NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,3065435079,2681,,,
Vijayawada,2018,5,,,1120,1195,1265,3580,NA,802969,Krishna,Andhra Pradesh,0,59,1143232,Municipal Commissioner,ICC (Large City Pop>10lac),NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,3190182741,2790,,,
Vijayawada,2019,12,,,968,1097,1067,3882,750,802969,Krishna,Andhra Pradesh,0,59,1143232,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,3320007000,2904,,,1
Vijayawada,2020,4,,4,1329.09,1493,1348.23,5270.32,1100,802969,Krishna,Andhra Pradesh,,59,1143232,Municipal Commissioner,"India's 'Cleanest big City' (National Level, >10 Lakh)",NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,3449831259,3018,,,
Amritsar,2016,49,,,607,235,220,1062,NA,800252,Amritsar,Punjab,2,85,1132383,Nodal Person,Acceleration Required,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,3432210441,3031,,,
Amritsar,2017,258,,,481.76,200.87,200.15,882.78,NA,800252,Amritsar,Punjab,2,85,1132383,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,3571884000,3154,-0.00900678,-0.900677966,1
Amritsar,2018,208,,,146,1087.29,806.44,2039.73,NA,800252,Amritsar,Punjab,0,85,1132383,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,3540000000,3126,0.115,11.5,1
Amritsar,2019,184,,,405.13,1071,780.77,2406.9,150,800252,Amritsar,Punjab,0,85,1132383,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,4000000000,3532,0.102736653,10.27366532,1
Amritsar,2020,39,,39,374.32,838.72,1046.27,2459.31,200,800252,Amritsar,Punjab,,85,1132383,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,4458000000,3937,,,1
Navi Mumbai,2016,12,,,749,436,344,1530,NA,802788,Thane,Maharashtra,1,111,1120547,Nodal Person,Leaders,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,2.7107E+11,241909,-0.012375674,-1.237567357,1
Navi Mumbai,2017,8,,,856.13,392.24,456.77,1705.14,NA,802788,Thane,Maharashtra,1,111,1120547,Nodal Person,Cleanest City in WZ (pop>10 lakh),9,4.2,2.5,Indirect,2,74,1,MC,NA,NA,NA,NA,NA,2.67756E+11,238951,0.035615273,3.561527344,1
Navi Mumbai,2018,9,,,1216,1133,1187,3536,NA,802788,Thane,Maharashtra,1,111,1120547,Nodal Person,Best city in SWM in > 10 lakh population,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,2.77645E+11,247776,0.000948964,0.094896424,1
Navi Mumbai,2019,7,,,1064,1236,1079,4129,750,802788,Thane,Maharashtra,1,111,1120547,Nodal Person,Best City in CF (> 10 Lakh),NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,2.77908E+11,248011,0.068064211,6.806421092,1
Navi Mumbai,2020,3,,3,1373.08,1467,1327.8,5467.88,1300,802788,Thane,Maharashtra,,111,1120547,Nodal Person,"India's Cleanest City - No.3 (National Level, >10 Lakh)",NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,2.98206E+11,266125,,,1
Allahabad,2016,22,,,782,340,201,1323,NA,801086,Allahabad,Uttar Pradesh,0,80,1112544,Nagar Aayukt,Aspiring Leaders,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,1706966582,1534,0.117878045,11.78780455,1
Allahabad,2017,247,,,376.03,294.29,223.25,893.57,NA,801086,Allahabad,Uttar Pradesh,0,80,1112544,Nagar Aayukt,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,1935068698,1739,0.050138963,5.013896349,1
Allahabad,2018,232,,,304,900.1,715.52,1919.62,NA,801086,Allahabad,Uttar Pradesh,1,80,1112544,Nagar Aayukt,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,2037212417,1831,-0.01680092,-1.680091965,1
Allahabad,2019,141,,,494.49,825,813.91,2633.39,500,801086,Allahabad,Uttar Pradesh,1,80,1112544,Nagar Aayukt,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,2003550919,1801,,,1
Prayagraj (Allahabad),2020,20,,20,1236.76,1248.51,1156.19,4141.46,500,801086,Allahabad,Uttar Pradesh,,80,1112544,Nagar Aayukt,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,2081896993,1871,,,
Ranchi,2016,62,,,425,189,260,874,NA,801794,Ranchi,Jharkhand,1,55,1073427,Municipal Commissioner,Slow Movers,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,564329150,526,0.535793135,53.57931354,1
Ranchi,2017,117,,,410.1,350.3,443.17,1203.57,NA,801794,Ranchi,Jharkhand,1,55,1073427,Municipal Commissioner,None,10,4.1,5,Direct,More than 4,6,1,MC,NA,NA,NA,NA,NA,1215684629,1133,0.06014431,6.014431005,1
Ranchi,2018,21,,,752,1169,1225,3146,NA,801794,Ranchi,Jharkhand,1,55,1073427,Municipal Commissioner,Best city in CF among state capitals,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,1293480097,1205,0.109574339,10.95743385,1
Ranchi,2019,46,,,504,1226,1040,3319,550,801794,Ranchi,Jharkhand,1,55,1073427,Municipal Commissioner,Best CC/UT in CF,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,1452653661,1353,,,2
Ranchi,2020,30,,30,628.49,1276.6,1225.91,3431,300,801794,Ranchi,Jharkhand,,55,1073427,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,1509457663,1406,,,
Jabalpur,2016,63,,,390,210,272,872,NA,802361,Jabalpur,Madhya Pradesh,1,79,1055525,Municipal Commissioner,Slow Movers,NA,NA,NA,NA,NA,NA,1,MC+OG,NA,NA,NA,NA,NA,,,,,4
Jabalpur,2017,21,,,847.26,356,406.07,1609.33,NA,802361,Jabalpur,Madhya Pradesh,1,79,1055525,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC+OG,NA,NA,NA,NA,NA,,,,,4
Jabalpur,2018,25,,,738,1129,1229,3096,NA,802361,Jabalpur,Madhya Pradesh,1,79,1055525,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC+OG,NA,NA,NA,NA,NA,,,,,4
Jabalpur,2019,25,,,973,1080,1014,3667,600,802361,Jabalpur,Madhya Pradesh,0,79,1055525,Municipal Commissioner,Best City in IBB(> 10 Lakh),NA,NA,NA,NA,NA,NA,1,MC+OG,NA,NA,NA,NA,NA,,,,,4
Jabalpur,2020,17,,17,1294.97,1261,1312.57,4368.54,500,802361,Jabalpur,Madhya Pradesh,,79,1055525,Municipal Commissioner,"Best Big City in 'Citizens Feedback' (National Level, <10 Lakh)",NA,NA,NA,NA,NA,NA,1,MC+OG,NA,NA,NA,NA,NA,,,,,4
Gwalior,2016,30,,,614,346,274,1235,NA,802100,Gwalior,Madhya Pradesh,1,66,1054420,Municipal Commissioner,Aspiring Leaders,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Gwalior,2017,27,,,776.71,308.56,459.74,1545.02,NA,802100,Gwalior,Madhya Pradesh,1,66,1054420,Municipal Commissioner,FMC in WZ (pop>10 lakh),NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Gwalior,2018,28,,,728,1104,1251,3083,NA,802100,Gwalior,Madhya Pradesh,1,66,1054420,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Gwalior,2019,59,,,660,1093,994,3148,400,802100,Gwalior,Madhya Pradesh,0,66,1054420,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Gwalior,2020,13,,13,1151.03,1177.78,1267.55,4696.36,1100,802100,Gwalior,Madhya Pradesh,,66,1054420,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Coimbatore,2016,18,,,678,376,307,1361,NA,803984,Coimbatore,Tamil Nadu,0,100,1050721,Commissioner/EO,Aspiring Leaders,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,3854558300,3668,0.026439638,2.643963828,1
Coimbatore,2017,16,,,866.58,431.34,352.16,1650.08,NA,803984,Coimbatore,Tamil Nadu,0,100,1050721,Commissioner/EO,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,3959239151,3768,0.006499079,0.649907864,1
Coimbatore,2018,16,,,1219,983,1090,3292,NA,803984,Coimbatore,Tamil Nadu,0,100,1050721,Commissioner/EO,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,3985138882,3793,0.420494233,42.04942333,1
Coimbatore,2019,40,,,916,1169,827,3412,500,803984,Coimbatore,Tamil Nadu,0,100,1050721,Commissioner/EO,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,6876789000,6545,,,2
Coimbatore,2020,40,,40,663.32,842,831.79,2337.11,,803984,Coimbatore,Tamil Nadu,,100,1050721,Commissioner/EO,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,7145696275,6801,,,
Jodhpur,2016,57,,,476,269,227,971,NA,800544,Jodhpur,Rajasthan,1,65,1033756,EO,Slow Movers,NA,NA,NA,NA,NA,NA,1,NN,NA,NA,NA,NA,NA,1668003652,1614,0.182585876,18.25858759,1
Jodhpur,2017,209,,,325.32,381.89,262.69,969.9,NA,800544,Jodhpur,Rajasthan,1,65,1033756,EO,None,NA,NA,NA,NA,NA,NA,1,NN,NA,NA,NA,NA,NA,2040585797,1974,-0.052531973,-5.253197283,1
Jodhpur,2018,188,,,241,1017.4,864.97,2123.37,NA,800544,Jodhpur,Rajasthan,1,65,1033756,EO,None,NA,NA,NA,NA,NA,NA,1,NN,NA,NA,NA,NA,NA,1938739962,1875,0.012586236,1.258623562,1
Jodhpur,2019,243,,,199.71,808,734.16,2091.88,350,800544,Jodhpur,Rajasthan,0,65,1033756,EO,None,NA,NA,NA,NA,NA,NA,1,NN,NA,NA,NA,NA,NA,1963452437,1899,,,1
Jodhpur,2020,29,,29,938.2,1045,1132.12,3615.32,500,800544,Jodhpur,Rajasthan,,65,1033756,EO,"Fastest Mover' big City (National Level, >10 Lakh)",NA,NA,NA,NA,NA,NA,1,NN,NA,NA,NA,NA,NA,2040230515,1974,,,
Madurai Corp,2016,26,,,548,388,309,1245,NA,803754,Madurai,Tamil Nadu,0,100,1017865,Commissioner/EO,Aspiring Leaders,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,3015188233,2962,0.023394208,2.339420789,1
Madurai Corp,2017,57,,,684.77,387.56,321.54,1393.87,NA,803754,Madurai,Tamil Nadu,0,100,1017865,Commissioner/EO,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,3087415882,3033,,,1
Madurai Corp,2018,123,,,488,1028.74,959.38,2476.12,NA,803754,Madurai,Tamil Nadu,0,100,1017865,Commissioner/EO,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,3208144989,3152,,,
Madurai Corp,2019,201,,,575.75,881,757.4,2314.15,100,803754,Madurai,Tamil Nadu,0,100,1017865,Commissioner/EO,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,3333595039,3275,,,
Madurai Corp,2020,42,,42,512.22,843.46,700.13,2255.81,200,803754,Madurai,Tamil Nadu,,100,1017865,Commissioner/EO,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,3463950639,3403,,,
Raipur,2016,68,,,385,166,266,818,NA,802034,Raipur,Chhattisgarh,1,70,1010433,Commissioner,Slow Movers,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,2224490058,2202,0.017080784,1.708078385,1
